gene_id,ensembl_description
Mycgr3G110786,Putative uncharacterized protein
Mycgr3G110790,Putative uncharacterized protein
Mycgr3G110793,Putative uncharacterized protein
Mycgr3G110798,Putative uncharacterized protein
Mycgr3G110804,Putative uncharacterized protein
Mycgr3G110807,Putative uncharacterized protein
Mycgr3G110810,Putative uncharacterized protein
Mycgr3G110811,Putative uncharacterized protein
Mycgr3G110820,Putative uncharacterized protein
Mycgr3G110826,Putative uncharacterized protein
Mycgr3G110828,Putative uncharacterized protein
Mycgr3G110829,Putative uncharacterized protein
Mycgr3G110840,Putative uncharacterized protein
Mycgr3G110841,Putative uncharacterized protein
Mycgr3G110849,Putative uncharacterized protein
Mycgr3G110850,Putative uncharacterized protein
Mycgr3G110851,Putative uncharacterized protein
Mycgr3G110861,Putative G protein-coupled receptor
Mycgr3G110869,Putative uncharacterized protein
Mycgr3G110870,Putative uncharacterized protein
Mycgr3G110873,Putative uncharacterized protein
Mycgr3G110875,Putative uncharacterized protein
Mycgr3G110884,Putative uncharacterized protein
Mycgr3G110885,Putative uncharacterized protein
Mycgr3G110886,Putative uncharacterized protein
Mycgr3G110887,Putative uncharacterized protein
Mycgr3G110888,Putative uncharacterized protein
Mycgr3G110909,MGSUL8 sulphite reductase
Mycgr3G110914,Putative uncharacterized protein
Mycgr3G110918,Putative uncharacterized protein
Mycgr3G110919,Putative uncharacterized protein
Mycgr3G110922,Putative uncharacterized protein
Mycgr3G110931,Putative uncharacterized protein
Mycgr3G110933,MGSUL3 probable sulphate transporter
Mycgr3G110937,Putative uncharacterized protein
Mycgr3G110944,Putative uncharacterized protein
Mycgr3G110945,Ribose-phosphate PYROPHOSPHOKINASE pyrophosphate synthetase
Mycgr3G110965,Putative uncharacterized protein
Mycgr3G110972,Putative uncharacterized protein
Mycgr3G110974,Putative uncharacterized protein
Mycgr3G11098,Putative uncharacterized protein
Mycgr3G110980,Putative uncharacterized protein
Mycgr3G110982,Putative uncharacterized protein
Mycgr3G110986,Putative uncharacterized protein
Mycgr3G110991,Putative uncharacterized protein
Mycgr3G110994,Putative uncharacterized protein
Mycgr3G111001,Putative uncharacterized protein
Mycgr3G111003,Putative uncharacterized protein
Mycgr3G111008,Putative uncharacterized protein
Mycgr3G111010,Putative uncharacterized protein
Mycgr3G111014,Putative uncharacterized protein
Mycgr3G111025,Putative uncharacterized protein
Mycgr3G111027,Putative uncharacterized protein
Mycgr3G111030,Putative uncharacterized protein
Mycgr3G111032,Putative uncharacterized protein
Mycgr3G111035,Putative uncharacterized protein
Mycgr3G111039,Putative uncharacterized protein
Mycgr3G111040,Putative uncharacterized protein
Mycgr3G111045,Putative uncharacterized protein
Mycgr3G111048,Putative uncharacterized protein
Mycgr3G111049,Ca2+-modulated nonselective cation channel polycystin
Mycgr3G111052,Putative uncharacterized protein
Mycgr3G111056,Putative uncharacterized protein
Mycgr3G111058,Putative uncharacterized protein
Mycgr3G111064,Putative uncharacterized protein
Mycgr3G111065,Putative uncharacterized protein
Mycgr3G111066,Putative uncharacterized protein
Mycgr3G111069,Putative uncharacterized protein
Mycgr3G111073,"Translocase of outer mitochondrial membrane complex, subunit TOM41"
Mycgr3G111074,Putative uncharacterized protein
Mycgr3G111077,Putative uncharacterized protein
Mycgr3G111080,Putative uncharacterized protein
Mycgr3G111085,Putative uncharacterized protein
Mycgr3G111096,Putative uncharacterized protein
Mycgr3G111101,Putative uncharacterized protein
Mycgr3G111102,Putative uncharacterized protein
Mycgr3G111104,Putative uncharacterized protein
Mycgr3G111105,Putative uncharacterized protein
Mycgr3G111108,Putative uncharacterized protein
Mycgr3G111117,Putative uncharacterized protein
Mycgr3G111124,Putative uncharacterized protein
Mycgr3G111127,Putative uncharacterized protein
Mycgr3G111130,ABFa alfa-L-arabinofuranosidase-A
Mycgr3G111138,Putative uncharacterized protein
Mycgr3G111159,Putative uncharacterized protein
Mycgr3G111160,Putative uncharacterized protein
Mycgr3G111161,Putative uncharacterized protein
Mycgr3G111162,Putative uncharacterized protein
Mycgr3G111164,Putative uncharacterized protein
Mycgr3G111166,Putative uncharacterized protein
Mycgr3G111173,Putative uncharacterized protein
Mycgr3G111177,Putative uncharacterized protein
Mycgr3G111178,Putative uncharacterized protein
Mycgr3G111181,Putative uncharacterized protein
Mycgr3G111189,Putative uncharacterized protein
Mycgr3G111192,Ca2+-modulated nonselective cation channel polycystin
Mycgr3G111193,Putative uncharacterized protein
Mycgr3G111195,Putative uncharacterized protein
Mycgr3G111197,Putative uncharacterized protein
Mycgr3G111203,Putative uncharacterized protein
Mycgr3G111204,Putative uncharacterized protein
Mycgr3G111210,Putative uncharacterized protein
Mycgr3G111215,Putative uncharacterized protein
Mycgr3G111221,Putative uncharacterized protein
Mycgr3G111223,IPKP58 dsRNA-activated protein kinase inhibitor
Mycgr3G111224,Putative uncharacterized protein
Mycgr3G111226,Putative uncharacterized protein
Mycgr3G111231,Putative uncharacterized protein
Mycgr3G111233,Putative uncharacterized protein
Mycgr3G111234,Putative uncharacterized protein
Mycgr3G111235,"Putative 1,2-alpha-mannosidase"
Mycgr3G111246,ARID/BRIGHT DNA-binding domain-containing protein
Mycgr3G111248,Putative uncharacterized protein
Mycgr3G111249,Putative uncharacterized protein
Mycgr3G111250,Aldose 1-epimerase
Mycgr3G111251,Putative uncharacterized protein
Mycgr3G111257,Putative uncharacterized protein
Mycgr3G111258,Putative uncharacterized protein
Mycgr3G111263,Putative uncharacterized protein
Mycgr3G111265,Putative uncharacterized protein
Mycgr3G111278,Putative uncharacterized protein
Mycgr3G111281,Putative uncharacterized protein
Mycgr3G111289,Ca2+-modulated nonselective cation channel polycystin
Mycgr3G111290,Putative uncharacterized protein
Mycgr3G111295,Putative uncharacterized protein
Mycgr3G111297,Putative uncharacterized protein
Mycgr3G111299,Putative uncharacterized protein
Mycgr3G111305,Putative uncharacterized protein
Mycgr3G111306,Putative uncharacterized protein
Mycgr3G111307,Putative uncharacterized protein
Mycgr3G111308,Putative uncharacterized protein
Mycgr3G111309,Dihydrolipoamide SUCCINYLtransferase
Mycgr3G111313,Putative uncharacterized protein
Mycgr3G111320,Putative uncharacterized protein
Mycgr3G111322,Chromatin remodeling complex
Mycgr3G111324,Putative uncharacterized protein
Mycgr3G111327,Putative uncharacterized protein
Mycgr3G111335,Putative uncharacterized protein
Mycgr3G111338,Putative uncharacterized protein
Mycgr3G111342,Putative uncharacterized protein
Mycgr3G111345,Putative uncharacterized protein
Mycgr3G111350,Putative uncharacterized protein
Mycgr3G111352,Putative uncharacterized protein
Mycgr3G111361,Putative uncharacterized protein
Mycgr3G111364,Putative uncharacterized protein
Mycgr3G111377,Putative uncharacterized protein
Mycgr3G111379,Putative uncharacterized protein
Mycgr3G111382,Putative uncharacterized protein
Mycgr3G111387,Putative uncharacterized protein
Mycgr3G111394,Putative uncharacterized protein
Mycgr3G111396,Putative uncharacterized protein
Mycgr3G111397,Putative uncharacterized protein
Mycgr3G111399,Putative P450 monooxygenase
Mycgr3G111412,Putative uncharacterized protein
Mycgr3G111413,Putative uncharacterized protein
Mycgr3G111414,Putative uncharacterized protein
Mycgr3G111415,Putative uncharacterized protein
Mycgr3G111417,Metalloprotease/fungalysin metallopeptidase
Mycgr3G111425,Putative uncharacterized protein
Mycgr3G11143,Putative uncharacterized protein
Mycgr3G111431,Putative uncharacterized protein
Mycgr3G111432,Putative uncharacterized protein
Mycgr3G111433,Putative uncharacterized protein
Mycgr3G111436,CH5 domain-containing protein
Mycgr3G111438,Biotin protein ligase
Mycgr3G111439,Putative uncharacterized protein
Mycgr3G111441,Putative uncharacterized protein
Mycgr3G111447,Putative uncharacterized protein
Mycgr3G111450,Putative uncharacterized protein
Mycgr3G111451,"Putative secreted alpha-1,2-mannosyltransferase"
Mycgr3G111465,Putative uncharacterized protein
Mycgr3G111468,Ca2+-modulated nonselective cation channel polycystin
Mycgr3G111470,Putative uncharacterized protein
Mycgr3G111474,Putative uncharacterized protein
Mycgr3G111475,Putative uncharacterized protein
Mycgr3G111476,Putative uncharacterized protein
Mycgr3G111479,Putative uncharacterized protein
Mycgr3G111480,Putative uncharacterized protein
Mycgr3G111482,Putative uncharacterized protein
Mycgr3G111483,Putative uncharacterized protein
Mycgr3G111491,Putative uncharacterized protein
Mycgr3G111494,Putative uncharacterized protein
Mycgr3G111495,"Dynein light chain, cytosolic"
Mycgr3G111497,Putative uncharacterized protein
Mycgr3G111498,Putative uncharacterized protein
Mycgr3G111499,Putative uncharacterized protein
Mycgr3G111502,Putative uncharacterized protein
Mycgr3G111505,Putative uncharacterized protein
Mycgr3G111506,Putative uncharacterized protein
Mycgr3G111518,Putative uncharacterized protein
Mycgr3G111522,Putative uncharacterized protein
Mycgr3G111534,Putative uncharacterized protein
Mycgr3G111537,Putative uncharacterized protein
Mycgr3G111542,Putative uncharacterized protein
Mycgr3G111548,Putative uncharacterized protein
Mycgr3G111549,Putative uncharacterized protein
Mycgr3G111551,Putative uncharacterized protein
Mycgr3G111557,Putative uncharacterized protein
Mycgr3G111558,Putative uncharacterized protein
Mycgr3G111559,Putative uncharacterized protein
Mycgr3G111565,Putative uncharacterized protein
Mycgr3G111569,Putative uncharacterized protein
Mycgr3G111572,Putative uncharacterized protein
Mycgr3G111575,Cdc 10 like protein
Mycgr3G111586,Putative uncharacterized protein
Mycgr3G111591,Putative uncharacterized protein
Mycgr3G111597,Putative uncharacterized protein
Mycgr3G111598,Putative uncharacterized protein
Mycgr3G111600,Putative uncharacterized protein
Mycgr3G111601,Putative uncharacterized protein
Mycgr3G111606,Putative uncharacterized protein
Mycgr3G111611,MGSUL5 ATP sulfurylase
Mycgr3G111620,Putative uncharacterized protein
Mycgr3G111622,Putative uncharacterized protein
Mycgr3G111623,Putative uncharacterized protein
Mycgr3G111636,Putative uncharacterized protein
Mycgr3G111641,Putative uncharacterized protein
Mycgr3G111644,Putative uncharacterized protein
Mycgr3G111645,Putative uncharacterized protein
Mycgr3G111647,Putative uncharacterized protein
Mycgr3G111656,Putative uncharacterized protein
Mycgr3G111657,Putative uncharacterized protein
Mycgr3G111659,Putative uncharacterized protein
Mycgr3G111676,Putative uncharacterized protein
Mycgr3G111677,Putative uncharacterized protein
Mycgr3G111679,Putative uncharacterized protein
Mycgr3G111686,Putative uncharacterized protein
Mycgr3G111693,Putative uncharacterized protein
Mycgr3G111695,Putative alpha-glucosidase
Mycgr3G111698,Oligopeptide transporter
Mycgr3G111700,Putative uncharacterized protein
Mycgr3G111705,CSN2 COP9 signalosome complex
Mycgr3G111706,Putative uncharacterized protein
Mycgr3G111708,Putative uncharacterized protein
Mycgr3G111710,Putative uncharacterized protein
Mycgr3G111713,Putative uncharacterized protein
Mycgr3G111714,Putative uncharacterized protein
Mycgr3G111715,Putative uncharacterized protein
Mycgr3G111717,Putative uncharacterized protein
Mycgr3G111728,Putative uncharacterized protein
Mycgr3G111731,Putative uncharacterized protein
Mycgr3G111732,Putative uncharacterized protein
Mycgr3G111733,Putative uncharacterized protein
Mycgr3G111734,Putative uncharacterized protein
Mycgr3G111735,Putative uncharacterized protein
Mycgr3G111736,Putative uncharacterized protein
Mycgr3G111739,Putative uncharacterized protein
Mycgr3G111740,Putative uncharacterized protein
Mycgr3G111745,Putative uncharacterized protein
Mycgr3G111747,Putative uncharacterized protein
Mycgr3G111749,Putative uncharacterized protein
Mycgr3G11175,Putative uncharacterized protein
Mycgr3G111750,Putative uncharacterized protein
Mycgr3G111751,Putative uncharacterized protein
Mycgr3G111752,Putative uncharacterized protein
Mycgr3G111755,Putative uncharacterized protein
Mycgr3G111756,Putative uncharacterized protein
Mycgr3G111757,Putative uncharacterized protein
Mycgr3G111760,Putative uncharacterized protein
Mycgr3G111761,Putative uncharacterized protein
Mycgr3G111762,Putative uncharacterized protein
Mycgr3G111767,Putative uncharacterized protein
Mycgr3G111768,Putative uncharacterized protein
Mycgr3G111769,Putative uncharacterized protein
Mycgr3G111771,Putative uncharacterized protein
Mycgr3G111774,Putative uncharacterized protein
Mycgr3G111776,Putative uncharacterized protein
Mycgr3G111778,Putative uncharacterized protein
Mycgr3G111781,Putative uncharacterized protein
Mycgr3G111784,Putative uncharacterized protein
Mycgr3G111788,Putative uncharacterized protein
Mycgr3G111789,Putative uncharacterized protein
Mycgr3G111792,Putative uncharacterized protein
Mycgr3G111794,Putative uncharacterized protein
Mycgr3G111795,Putative uncharacterized protein
Mycgr3G111796,Putative uncharacterized protein
Mycgr3G111797,Putative uncharacterized protein
Mycgr3G111799,Putative uncharacterized protein
Mycgr3G111800,Putative uncharacterized protein
Mycgr3G111803,Putative uncharacterized protein
Mycgr3G111806,Putative uncharacterized protein
Mycgr3G111811,Putative uncharacterized protein
Mycgr3G111813,Putative uncharacterized protein
Mycgr3G111815,Putative uncharacterized protein
Mycgr3G11191,Putative uncharacterized protein
Mycgr3G11203,Putative uncharacterized protein
Mycgr3G11243,Putative uncharacterized protein
Mycgr3G11322,Putative uncharacterized protein
Mycgr3G11389,Putative uncharacterized protein
Mycgr3G11429,Putative uncharacterized protein
Mycgr3G11445,Putative uncharacterized protein
Mycgr3G11455,Putative uncharacterized protein
Mycgr3G11465,Putative uncharacterized protein
Mycgr3G11468,Putative uncharacterized protein
Mycgr3G11476,Putative uncharacterized protein
Mycgr3G11578,Putative uncharacterized protein
Mycgr3G11643,Putative uncharacterized protein
Mycgr3G11650,Fungal transcriptional regulatory protein
Mycgr3G11769,Putative uncharacterized protein
Mycgr3G11773,Putative uncharacterized protein
Mycgr3G11785,Putative uncharacterized protein
Mycgr3G11841,Putative uncharacterized protein
Mycgr3G12048,Putative uncharacterized protein
Mycgr3G12051,Putative uncharacterized protein
Mycgr3G12076,Putative uncharacterized protein
Mycgr3G12135,Putative uncharacterized protein
Mycgr3G12167,Putative uncharacterized protein
Mycgr3G12169,Putative uncharacterized protein
Mycgr3G12260,Putative uncharacterized protein
Mycgr3G12289,Putative uncharacterized protein
Mycgr3G12335,Fungal transcriptional regulatory protein
